Date,Open,High,Low,Close,Adj Close,Volume
2023-06-02,110568.000000,113070.000000,110567.000000,112558.000000,112558.000000,14545800
2023-06-05,112558.000000,113071.000000,111736.000000,112696.000000,112696.000000,9078800
2023-06-06,112697.000000,114783.000000,112696.000000,114610.000000,114610.000000,15025400
2023-06-07,114610.000000,115978.000000,114610.000000,115488.000000,115488.000000,14017100
2023-06-09,115489.000000,117603.000000,115489.000000,117019.000000,117019.000000,13527100
2023-06-12,117022.000000,117735.000000,116704.000000,117336.000000,117336.000000,12016200
2023-06-13,117337.000000,117924.000000,116363.000000,116743.000000,116743.000000,12392200
2023-06-14,116753.000000,119085.000000,116745.000000,119069.000000,119069.000000,16938600
2023-06-15,119068.000000,119686.000000,118693.000000,119221.000000,119221.000000,12298000
2023-06-16,119208.000000,119555.000000,118487.000000,118758.000000,118758.000000,15251700
2023-06-19,118757.000000,119939.000000,118558.000000,119858.000000,119858.000000,6776300
2023-06-20,119858.000000,119858.000000,118416.000000,119622.000000,119622.000000,10924200
2023-06-21,119623.000000,120519.000000,119332.000000,120420.000000,120420.000000,11736700
2023-06-22,120420.000000,120420.000000,118018.000000,118934.000000,118934.000000,11831500
2023-06-23,118959.000000,119386.000000,118178.000000,118977.000000,118977.000000,12845400
2023-06-26,118977.000000,119148.000000,117491.000000,118243.000000,118243.000000,10456600
2023-06-27,118246.000000,119212.000000,116561.000000,117523.000000,117523.000000,13077000
2023-06-28,117524.000000,117937.000000,116560.000000,116681.000000,116681.000000,10646300
2023-06-29,116683.000000,118623.000000,116683.000000,118383.000000,118383.000000,11055300
2023-06-30,118388.000000,119447.000000,118087.000000,118087.000000,118087.000000,0
2023-07-03,118092.000000,119877.000000,118092.000000,119673.000000,119673.000000,8907500
2023-07-04,119673.000000,119678.000000,118830.000000,119076.000000,119076.000000,6555200
2023-07-05,119072.000000,120200.000000,118688.000000,119549.000000,119549.000000,10959000
2023-07-06,119548.000000,119548.000000,117096.000000,117426.000000,117426.000000,11025700
2023-07-07,117427.000000,119549.000000,117427.000000,118898.000000,118898.000000,10521000
2023-07-10,118897.000000,118897.000000,117814.000000,117942.000000,117942.000000,8104000
2023-07-11,117942.000000,117942.000000,115704.000000,117220.000000,117220.000000,10592500
2023-07-12,117557.000000,119156.000000,117557.000000,117666.000000,117666.000000,8941200
2023-07-13,117671.000000,119739.000000,117668.000000,119264.000000,119264.000000,9257600
2023-07-14,119268.000000,119329.000000,117526.000000,117711.000000,117711.000000,8980000
2023-07-17,117711.000000,118302.000000,116591.000000,118219.000000,118219.000000,8201900
2023-07-18,118218.000000,118732.000000,117324.000000,117841.000000,117841.000000,8584800
2023-07-19,117842.000000,118011.000000,116660.000000,117552.000000,117552.000000,9728700
2023-07-20,117558.000000,118290.000000,117484.000000,118083.000000,118083.000000,8986400
2023-07-21,118090.000000,120373.000000,118086.000000,120217.000000,120217.000000,11181500
2023-07-24,120220.000000,121772.000000,120099.000000,121342.000000,121342.000000,10494800
2023-07-25,121344.000000,123010.000000,121344.000000,122008.000000,122008.000000,11427100
2023-07-26,122003.000000,122747.000000,121370.000000,122560.000000,122560.000000,9988800
2023-07-27,122560.000000,122599.000000,119825.000000,119990.000000,119990.000000,10678700
2023-07-28,120002.000000,120660.000000,119706.000000,120187.000000,120187.000000,8464200
2023-07-31,120188.000000,122149.000000,120188.000000,121943.000000,121943.000000,10122700
2023-08-01,121945.000000,121945.000000,120154.000000,121248.000000,121248.000000,10302800
2023-08-02,121249.000000,121252.000000,119798.000000,120859.000000,120859.000000,10565900
2023-08-03,120859.000000,122619.000000,120365.000000,120586.000000,120586.000000,13027300
2023-08-04,120586.000000,121442.000000,119215.000000,119508.000000,119508.000000,15065200
2023-08-07,119509.000000,120104.000000,118894.000000,119380.000000,119380.000000,8726500
2023-08-08,119378.000000,119553.000000,117492.000000,119090.000000,119090.000000,10246000
2023-08-09,119090.000000,119090.000000,117901.000000,118409.000000,118409.000000,11245600
2023-08-10,118412.000000,119438.000000,118113.000000,118350.000000,118350.000000,12689600
2023-08-11,118350.000000,119054.000000,117415.000000,118065.000000,118065.000000,11867500
2023-08-14,118067.000000,118082.000000,116530.000000,116810.000000,116810.000000,11203500
2023-08-15,116809.000000,117697.000000,116033.000000,116171.000000,116171.000000,14636000
2023-08-16,116171.000000,117338.000000,115534.000000,115592.000000,115592.000000,18862600
2023-08-17,115592.000000,116610.000000,114859.000000,114982.000000,114982.000000,12747500
2023-08-18,114973.000000,115729.000000,114423.000000,115409.000000,115409.000000,10601000
2023-08-21,115404.000000,115425.000000,114067.000000,114429.000000,114429.000000,9794400
2023-08-22,114433.000000,116286.000000,114433.000000,116156.000000,116156.000000,9828500
2023-08-23,116160.000000,118135.000000,116159.000000,118135.000000,118135.000000,11542800
2023-08-24,118135.000000,118136.000000,116848.000000,117026.000000,117026.000000,9196200
2023-08-25,117025.000000,117252.000000,115397.000000,115837.000000,115837.000000,9214100
2023-08-28,115838.000000,117253.000000,115836.000000,117121.000000,117121.000000,9596900
2023-08-29,117124.000000,118493.000000,117124.000000,118404.000000,118404.000000,9631600
2023-08-30,118404.000000,118841.000000,117471.000000,117535.000000,117535.000000,8924000
2023-08-31,117537.000000,117637.000000,115742.000000,115742.000000,115742.000000,12950000
2023-09-01,115744.000000,117991.000000,115744.000000,117893.000000,117893.000000,11890700
2023-09-04,117893.000000,118576.000000,117590.000000,117777.000000,117777.000000,5529700
2023-09-05,117776.000000,117957.000000,116637.000000,117331.000000,117331.000000,10870700
2023-09-06,117331.000000,117971.000000,115984.000000,115985.000000,115985.000000,9916100
2023-09-08,115979.000000,115979.000000,114839.000000,115313.000000,115313.000000,8360700
2023-09-11,115316.000000,117131.000000,115316.000000,116883.000000,116883.000000,8789000
2023-09-12,116885.000000,118154.000000,116885.000000,117968.000000,117968.000000,9192800
2023-09-13,117968.000000,119318.000000,117722.000000,118176.000000,118176.000000,12075300
2023-09-14,118181.000000,119748.000000,118181.000000,119392.000000,119392.000000,13279300
2023-09-15,119393.000000,119780.000000,118666.000000,118758.000000,118758.000000,16107600
2023-09-18,118759.000000,119486.000000,118123.000000,118288.000000,118288.000000,11273100
2023-09-19,118293.000000,118458.000000,117628.000000,117846.000000,117846.000000,11453800
2023-09-20,117864.000000,119616.000000,117847.000000,118695.000000,118695.000000,9238800
2023-09-21,118695.000000,118695.000000,116013.000000,116145.000000,116145.000000,12685800
2023-09-22,116147.000000,116968.000000,115855.000000,116009.000000,116009.000000,9443500
2023-09-25,116009.000000,116031.000000,115573.000000,115925.000000,115925.000000,9580000
2023-09-26,115922.000000,115922.000000,114162.000000,114193.000000,114193.000000,11241800
2023-09-27,114194.000000,115340.000000,113366.000000,114327.000000,114327.000000,13359300
2023-09-28,114875.000000,115954.000000,114811.000000,115731.000000,115731.000000,10387000
2023-09-29,115742.000000,116899.000000,115742.000000,116565.000000,116565.000000,11143200
2023-10-02,116565.000000,116672.000000,114761.000000,115057.000000,115057.000000,8524900
2023-10-03,115055.000000,115056.000000,113151.000000,113419.000000,113419.000000,11104800
2023-10-04,113430.000000,114075.000000,113036.000000,113607.000000,113607.000000,10813800
2023-10-05,113609.000000,114359.000000,112705.000000,113284.000000,113284.000000,9507200
2023-10-06,113283.000000,114491.000000,111599.000000,114170.000000,114170.000000,13138200
2023-10-09,114169.000000,115219.000000,113448.000000,115156.000000,115156.000000,9474400
2023-10-10,115158.000000,116900.000000,115158.000000,116737.000000,116737.000000,11621500
2023-10-11,116737.000000,117099.000000,116231.000000,117051.000000,117051.000000,9949800
2023-10-13,117050.000000,117070.000000,115658.000000,115754.000000,115754.000000,10609300
2023-10-16,115760.000000,116905.000000,115760.000000,116534.000000,116534.000000,8989900
2023-10-17,116526.000000,116917.000000,115564.000000,115908.000000,115908.000000,10371700
2023-10-18,115907.000000,115907.000000,113952.000000,114060.000000,114060.000000,15492200
2023-10-19,114059.000000,115063.000000,113768.000000,114004.000000,114004.000000,11497600
2023-10-20,113996.000000,114090.000000,112533.000000,113155.000000,113155.000000,0
2023-10-23,113145.000000,113680.000000,112164.000000,112785.000000,112785.000000,10701800
2023-10-24,112814.000000,114249.000000,112814.000000,113762.000000,113762.000000,10711800
2023-10-25,113762.000000,114319.000000,112680.000000,112830.000000,112830.000000,12306500
2023-10-26,112840.000000,114886.000000,112840.000000,114777.000000,114777.000000,12770600
2023-10-27,114777.000000,115342.000000,112953.000000,113301.000000,113301.000000,12289500
2023-10-30,113303.000000,114204.000000,112309.000000,112532.000000,112532.000000,9741800
2023-10-31,112534.000000,113597.000000,112098.000000,113144.000000,113144.000000,10557400
2023-11-01,113157.000000,115433.000000,113157.000000,115053.000000,115053.000000,13904100
2023-11-03,115062.000000,118502.000000,115062.000000,118160.000000,118160.000000,15714000
2023-11-06,118160.000000,118758.000000,118045.000000,118487.000000,118487.000000,10167700
2023-11-07,118422.000000,119577.000000,118026.000000,119268.000000,119268.000000,16393100
2023-11-08,119268.000000,119976.000000,118464.000000,119099.000000,119099.000000,15193500
2023-11-09,119180.000000,120257.000000,118446.000000,119012.000000,119012.000000,15568300
2023-11-10,119036.000000,120823.000000,119036.000000,120636.000000,120636.000000,0
2023-11-13,120561.000000,120606.000000,119878.000000,120376.000000,120376.000000,11198000
2023-11-14,120411.000000,123370.000000,120411.000000,123328.000000,123328.000000,19427900
2023-11-16,123165.000000,124737.000000,123165.000000,124576.000000,124576.000000,18355600
2023-11-17,124639.000000,125431.000000,124547.000000,125062.000000,125062.000000,15719100
2023-11-20,124773.000000,126162.000000,124773.000000,126095.000000,126095.000000,11108500
2023-11-21,125957.000000,125957.000000,125060.000000,125607.000000,125607.000000,10793500
2023-11-22,125626.000000,126875.000000,125439.000000,126035.000000,126035.000000,14058500
2023-11-23,126035.000000,126760.000000,125764.000000,126576.000000,126576.000000,7816400
2023-11-24,126553.000000,126553.000000,125341.000000,125542.000000,125542.000000,9613100
2023-11-27,125517.000000,125826.000000,124840.000000,125683.000000,125683.000000,11013800
2023-11-28,125726.000000,126916.000000,125388.000000,126538.000000,126538.000000,12394200
2023-11-29,126541.000000,127388.000000,126018.000000,126101.000000,126101.000000,12417500
2023-11-30,126168.000000,127399.000000,126168.000000,127331.000000,127331.000000,19238400
2023-12-01,127331.000000,128165.000000,126656.000000,128103.000000,128103.000000,13696500
2023-12-04,128183.000000,128183.000000,126643.000000,126803.000000,126803.000000,10270500
2023-12-05,126802.000000,127489.000000,126491.000000,126903.000000,126903.000000,11960300
2023-12-06,126907.000000,127538.000000,125614.000000,125623.000000,125623.000000,10837300
2023-12-07,125623.000000,126581.000000,125566.000000,126010.000000,126010.000000,10505300
2023-12-08,126010.000000,127289.000000,125562.000000,127094.000000,127094.000000,10745300
2023-12-11,127093.000000,127154.000000,126526.000000,126916.000000,126916.000000,7091900
2023-12-12,126923.000000,127359.000000,126013.000000,126403.000000,126403.000000,10266500
2023-12-13,126406.000000,129793.000000,126299.000000,129465.000000,129465.000000,15066200
2023-12-14,129469.000000,131260.000000,129469.000000,130842.000000,130842.000000,15822800
2023-12-15,130842.000000,131661.000000,129884.000000,130197.000000,130197.000000,15141000
2023-12-18,130202.000000,131447.000000,130198.000000,131084.000000,131084.000000,9604400
2023-12-19,131088.000000,132047.000000,131086.000000,131851.000000,131851.000000,9429700
2023-12-20,131851.000000,132341.000000,130710.000000,130804.000000,130804.000000,10335800
2023-12-21,130826.000000,132277.000000,130822.000000,132182.000000,132182.000000,8681000
2023-12-22,132553.000000,133035.000000,132094.000000,132753.000000,132753.000000,8231100
2023-12-26,132753.000000,133645.000000,132753.000000,133533.000000,133533.000000,0
2023-12-27,133523.000000,134195.000000,133328.000000,134194.000000,134194.000000,6168200
2023-12-28,134194.000000,134392.000000,133832.000000,134185.000000,134185.000000,7812700
2024-01-02,134186.000000,134195.000000,132095.000000,132697.000000,132697.000000,8437800
2024-01-03,132697.000000,133576.000000,132250.000000,132834.000000,132834.000000,8702400
2024-01-04,132831.000000,132885.000000,131024.000000,131226.000000,131226.000000,8972300
2024-01-05,131218.000000,132635.000000,130579.000000,132023.000000,132023.000000,9199700
2024-01-08,132023.000000,132498.000000,131015.000000,132427.000000,132427.000000,8497500
2024-01-09,132424.000000,132426.000000,131203.000000,131447.000000,131447.000000,9287500
2024-01-10,131447.000000,131628.000000,130438.000000,130841.000000,130841.000000,8958400
2024-01-11,130841.000000,131308.000000,129898.000000,130649.000000,130649.000000,9761700
2024-01-12,130652.000000,131927.000000,130410.000000,130988.000000,130988.000000,10661900
2024-01-15,130988.000000,131606.000000,130253.000000,131521.000000,131521.000000,5746600
2024-01-16,131515.000000,131517.000000,129147.000000,129294.000000,129294.000000,11911300
2024-01-17,129293.000000,129296.000000,128312.000000,128524.000000,128524.000000,9952500
2024-01-18,128524.000000,129047.000000,127316.000000,127316.000000,127316.000000,12460800
2024-01-19,127319.000000,127820.000000,126533.000000,127636.000000,127636.000000,11956900
2024-01-22,127636.000000,127843.000000,125876.000000,126602.000000,126602.000000,9509100
2024-01-23,126612.000000,128331.000000,126612.000000,128263.000000,128263.000000,9366100
2024-01-24,128275.000000,129446.000000,127680.000000,127816.000000,127816.000000,8823800
2024-01-25,127815.000000,128697.000000,127803.000000,128169.000000,128169.000000,8757600
2024-01-26,128196.000000,129252.000000,127869.000000,128967.000000,128967.000000,8508000
2024-01-29,128970.000000,129068.000000,127853.000000,128503.000000,128503.000000,8764500
2024-01-30,128492.000000,128492.000000,127105.000000,127402.000000,127402.000000,10037400
2024-01-31,127402.000000,129558.000000,127326.000000,127752.000000,127752.000000,12495200
2024-02-01,127752.000000,128481.000000,127284.000000,128481.000000,128481.000000,10226400
2024-02-02,128471.000000,128878.000000,126628.000000,127182.000000,127182.000000,10982800
2024-02-05,127182.000000,127834.000000,126443.000000,127593.000000,127593.000000,9637200
2024-02-06,127593.000000,130417.000000,127593.000000,130416.000000,130416.000000,13780300
2024-02-07,130412.000000,130552.000000,129518.000000,129608.000000,129608.000000,15425400
2024-02-08,129950.000000,130126.000000,127912.000000,128217.000000,128217.000000,13634900
2024-02-09,128216.000000,128896.000000,127579.000000,128026.000000,128026.000000,12115800
2024-02-14,128026.000000,128026.000000,126663.000000,127018.000000,127018.000000,7748300
2024-02-15,127018.000000,127824.000000,126932.000000,127804.000000,127804.000000,10980100
2024-02-16,127809.000000,129069.000000,127653.000000,128726.000000,128726.000000,10119100
2024-02-19,128720.000000,129036.000000,128097.000000,129036.000000,129036.000000,5799100
2024-02-20,129033.000000,129916.000000,128326.000000,129916.000000,129916.000000,12237000
2024-02-21,129916.000000,130034.000000,129359.000000,130032.000000,130032.000000,12585700
2024-02-22,130035.000000,130829.000000,129971.000000,130241.000000,130241.000000,10771700
2024-02-23,130240.000000,130624.000000,129077.000000,129419.000000,129419.000000,9230300
2024-02-26,129417.000000,129978.000000,129077.000000,129609.000000,129609.000000,7436900
2024-02-27,129613.000000,131696.000000,129613.000000,131689.000000,131689.000000,10049000
2024-02-28,131685.000000,131685.000000,129771.000000,130155.000000,130155.000000,9045600
2024-02-29,130155.000000,130155.000000,128669.000000,129020.000000,129020.000000,12003100
2024-03-01,129026.000000,129716.000000,128717.000000,129180.000000,129180.000000,9765100
2024-03-04,129176.000000,129307.000000,128278.000000,128341.000000,128341.000000,7967700
2024-03-05,128336.000000,128989.000000,127823.000000,128098.000000,128098.000000,9692200
2024-03-06,128099.000000,129323.000000,128099.000000,128890.000000,128890.000000,11057900
2024-03-07,128890.000000,129188.000000,128033.000000,128340.000000,128340.000000,7350000
2024-03-08,128335.000000,128338.000000,125802.000000,127071.000000,127071.000000,11937900
2024-03-11,127068.000000,127068.000000,126065.000000,126124.000000,126124.000000,8899100
2024-03-12,126124.000000,128039.000000,126121.000000,127668.000000,127668.000000,9483700
2024-03-13,127668.000000,128530.000000,127439.000000,128006.000000,128006.000000,8837200
2024-03-14,127992.000000,128256.000000,127192.000000,127690.000000,127690.000000,9292600
2024-03-15,127682.000000,127957.000000,126502.000000,126742.000000,126742.000000,14992400
2024-03-18,126758.000000,127540.000000,126272.000000,126954.000000,126954.000000,10512100
2024-03-19,126955.000000,128000.000000,126955.000000,127529.000000,127529.000000,11184800
2024-03-20,127534.000000,129210.000000,127349.000000,129125.000000,129125.000000,10819300
2024-03-21,129125.000000,129556.000000,128093.000000,128159.000000,128159.000000,9570800
2024-03-22,128159.000000,128159.000000,126879.000000,127027.000000,127027.000000,9367800
2024-03-25,127027.000000,127224.000000,126750.000000,126931.000000,126931.000000,8060500
2024-03-26,126931.000000,127193.000000,126591.000000,126863.000000,126863.000000,9435700
2024-03-27,126863.000000,127756.000000,126223.000000,127691.000000,127691.000000,9918200
2024-03-28,127689.000000,128364.000000,127270.000000,128106.000000,128106.000000,9943400
